Hit,Title,Artist,Featuring,Artist_Feat
0,Spirit in the Sky,Norman Greenbaum,0,Norman Greenbaum
0,Lay Down (Candles in the Rain),Melanie,0,Melanie
0,Ball of Confusion (That's What the World Is Today),The Temptations,0,The Temptations
0,Love on a Two-Way Street,The Moments,0,The Moments
0,Which Way You Goin' Billy?,The Poppy Family,0,The Poppy Family
0,All Right Now,Free,0,Free
0,I Want You Back,The Jackson 5,0,The Jackson 5
0,"Julie, Do Ya Love Me",Bobby Sherman,0,Bobby Sherman
0,Green-Eyed Lady,Sugarloaf,0,Sugarloaf
0,"Signed, Sealed, Delivered I'm Yours",Stevie Wonder,0,Stevie Wonder
0,Ride Captain Ride,Blues Image,0,Blues Image
0,Venus,Shocking Blue,0,Shocking Blue
0,Instant Karma!,John Lennon,0,John Lennon
0,Patches,Clarence Carter,0,Clarence Carter
0,Lookin' out My Back Door,Creedence Clearwater Revival,0,Creedence Clearwater Revival
0,Rainy Night in Georgia,Brook Benton,0,Brook Benton
0,Something's Burning,Kenny Rogers & The First Edition,0,Kenny Rogers & The First Edition
0,Give Me Just a Little More Time,Chairmen of the Board,0,Chairmen of the Board
0,Love Grows (Where My Rosemary Goes),Edison Lighthouse,0,Edison Lighthouse
0,The Long and Winding Road,The Beatles,0,The Beatles
0,Snowbird,Anne Murray,0,Anne Murray
0,Reflections of My Life,Marmalade,0,Marmalade
0,Hey There Lonely Girl,Eddie Holman,0,Eddie Holman
0,The Rapper,The Jaggerz,0,The Jaggerz
0,"He Ain't Heavy, He's My Brother",The Hollies,0,The Hollies
0,"Tighter, Tighter",Alive N Kickin',0,Alive N Kickin'
0,Come and Get It,Badfinger,0,Badfinger
0,Cecilia,Simon & Garfunkel,0,Simon & Garfunkel
0,Love Land,Charles Wright & the Watts 103rd Street Rhythm Band,0,Charles Wright & the Watts 103rd Street Rhythm Band
0,Turn Back the Hands of Time,Tyrone Davis,0,Tyrone Davis
0,Lola,The Kinks,0,The Kinks
0,In the Summertime,Mungo Jerry,0,Mungo Jerry
0,Indiana Wants Me,R. Dean Taylor,0,R. Dean Taylor
0,(I Know) I'm Losing You,Rare Earth,0,Rare Earth
0,"Easy Come, Easy Go",Bobby Sherman,0,Bobby Sherman
0,Express Yourself,Charles Wright & the Watts 103rd Street Rhythm Band,0,Charles Wright & the Watts 103rd Street Rhythm Band
0,Still Water (Love),The Four Tops,0,The Four Tops
0,Make Me Smile,Chicago,0,Chicago
0,The House of the Rising Sun,Frijid Pink,0,Frijid Pink
0,25 or 6 to 4,Chicago,0,Chicago
0,My Baby Loves Lovin',White Plains,0,White Plains
0,Love or Let Me Be Lonely,The Friends of Distinction,0,The Friends of Distinction
0,United We Stand,The Brotherhood of Man,0,The Brotherhood of Man
0,We've Only Just Begun,The Carpenters,0,The Carpenters
0,Arizona,Mark Lindsay,0,Mark Lindsay
0,Fire and Rain,James Taylor,0,James Taylor
0,Groovy Situation,Gene Chandler,0,Gene Chandler
0,Evil Ways,Santana,0,Santana
0,No Time,The Guess Who,0,The Guess Who
0,Didn't I (Blow Your Mind This Time),The Delfonics,0,The Delfonics
0,The Wonder of You,Elvis Presley,0,Elvis Presley
0,Up Around the Bend,Creedence Clearwater Revival,0,Creedence Clearwater Revival
0,(If You Let Me Make Love To You Then) Why Can't I Touch You?,Ronnie Dyson,0,Ronnie Dyson
0,I Just Can't Help Believing,B.J. Thomas,0,B.J. Thomas
0,It's a Shame,The Spinners,0,The Spinners
0,For the Love of Him,Bobbi Martin,0,Bobbi Martin
0,Mississippi Queen,Mountain,0,Mountain
0,I Want to Take You Higher,Ike & Tina Turner,0,Ike & Tina Turner
0,The Letter,Joe Cocker,0,Joe Cocker
0,Ma Belle Amie,Tee-Set,0,Tee-Set
0,The Bells,The Originals,0,The Originals
0,Yellow River,Christie,0,Christie
0,Somebody's Been Sleeping,100 Proof (Aged in Soul),0,100 Proof (Aged in Soul)
0,Vehicle,The Ides of March,0,The Ides of March
0,Gimme Dat Ding,The Pipkins,0,The Pipkins
0,Lay a Little Lovin' on Me,Robin McNamara,0,Robin McNamara
0,Up the Ladder to the Roof,The Supremes,0,The Supremes
0,Travelin' Band,Creedence Clearwater Revival,0,Creedence Clearwater Revival
0,Come Saturday Morning,The Sandpipers,0,The Sandpipers
0,Psychedelic Shack,The Temptations,0,The Temptations
0,Without Love (There Is Nothing),Tom Jones,0,Tom Jones
0,Are You Ready?,Pacific Gas & Electric,0,Pacific Gas & Electric
0,Woodstock,"Crosby, Stills, Nash & Young",0,"Crosby, Stills, Nash & Young"
0,I'll Never Fall in Love Again,Dionne Warwick,0,Dionne Warwick
0,Look What They've Done to My Song Ma,The New Seekers,0,The New Seekers
0,Walk A Mile In My Shoes,Joe South,0,Joe South
0,The Thrill Is Gone,B.B. King,0,B.B. King
0,It's Only Make Believe,Glen Campbell,0,Glen Campbell
0,Call Me,Aretha Franklin,0,Aretha Franklin
1,Joy to the World,Three Dog Night,0,Three Dog Night
1,Maggie May/Reason to Believe,Rod Stewart,0,Rod Stewart
1,It's Too Late/I Feel the Earth Move,Carole King,0,Carole King
1,One Bad Apple,The Osmonds,0,The Osmonds
1,How Can You Mend a Broken Heart,Bee Gees,0,Bee Gees
1,Indian Reservation (The Lament of the Cherokee Reservation Indian),Raiders,0,Raiders
1,Go Away Little Girl,Donny Osmond,0,Donny Osmond
1,"Take Me Home, Country Roads",John Denver,0,John Denver
1,Just My Imagination (Running Away with Me),The Temptations,0,The Temptations
1,Knock Three Times,Tony Orlando and Dawn,0,Tony Orlando and Dawn
0,Me and Bobby McGee,Janis Joplin,0,Janis Joplin
0,Tired of Being Alone,Al Green,0,Al Green
0,Want Ads,Honey Cone,0,Honey Cone
0,Smiling Faces Sometimes,The Undisputed Truth,0,The Undisputed Truth
0,Treat Her Like a Lady,Cornelius Brothers & Sister Rose,0,Cornelius Brothers & Sister Rose
0,Brown Sugar,The Rolling Stones,0,The Rolling Stones
0,You've Got a Friend,James Taylor,0,James Taylor
0,Mr. Big Stuff,Jean Knight,0,Jean Knight
0,Do You Know What I Mean,Lee Michaels,0,Lee Michaels
0,The Night They Drove Old Dixie Down,Joan Baez,0,Joan Baez
0,What's Going On,Marvin Gaye,0,Marvin Gaye
0,Uncle Albert/Admiral Halsey,Paul & Linda McCartney,0,Paul & Linda McCartney
0,Ain't No Sunshine,Bill Withers,0,Bill Withers
0,Signs,Five Man Electrical Band,0,Five Man Electrical Band
0,She's a Lady,Tom Jones,0,Tom Jones
0,I've Found Someone of My Own,The Free Movement,0,The Free Movement
0,Superstar,Murray Head & The Trinidad Singers,0,Murray Head & The Trinidad Singers
0,Amos Moses,Jerry Reed,0,Jerry Reed
0,Temptation Eyes,The Grass Roots,0,The Grass Roots
0,Superstar,The Carpenters,0,The Carpenters
0,My Sweet Lord,George Harrison,0,George Harrison
0,Sweet and Innocent,Donny Osmond,0,Donny Osmond
0,Put Your Hand in the Hand,Ocean,0,Ocean
0,Chick-A-Boom (Don't Ya Jes' Love It),Daddy Dewdrop,0,Daddy Dewdrop
0,For All We Know,The Carpenters,0,The Carpenters
0,If You Could Read My Mind,Gordon Lightfoot,0,Gordon Lightfoot
0,Help Me Make It Through the Night,Sammi Smith,0,Sammi Smith
0,Rainy Days and Mondays,The Carpenters,0,The Carpenters
0,"Gypsys, Tramps & Thieves",Cher,0,Cher
0,Never Can Say Goodbye,The Jackson 5,0,The Jackson 5
0,Rose Garden,Lynn Anderson,0,Lynn Anderson
0,Don't Pull Your Love,"Hamilton, Joe Frank & Reynolds",0,"Hamilton, Joe Frank & Reynolds"
0,It Don't Come Easy,Ringo Starr,0,Ringo Starr
0,Mr. Bojangles,Nitty Gritty Dirt Band,0,Nitty Gritty Dirt Band
0,I Love You for All Seasons,The Fuzz,0,The Fuzz
0,Whatcha See is Whatcha Get,The Dramatics,0,The Dramatics
0,That's the Way I've Always Heard It Should Be,Carly Simon,0,Carly Simon
0,If You Really Love Me,Stevie Wonder,0,Stevie Wonder
0,Spanish Harlem,Aretha Franklin,0,Aretha Franklin
0,I Don't Know How to Love Him,Helen Reddy,0,Helen Reddy
0,Yo-Yo,The Osmonds,0,The Osmonds
0,Bridge over Troubled Water,Aretha Franklin,0,Aretha Franklin
0,Doesn't Somebody Want to Be Wanted,The Partridge Family,0,The Partridge Family
0,Draggin' the Line,Tommy James,0,Tommy James
0,Proud Mary,Ike & Tina Turner,0,Ike & Tina Turner
0,Beginnings/Colour My World,Chicago,0,Chicago
0,Stay Awhile,The Bells,0,The Bells
0,Sweet City Woman,The Stampeders,0,The Stampeders
0,Me and You and a Dog Named Boo,Lobo,0,Lobo
0,"Another Day/Oh Woman, Oh Why",Paul McCartney,0,Paul McCartney
0,If,Bread,0,Bread
0,Mercy Mercy Me (The Ecology),Marvin Gaye,0,Marvin Gaye
0,One Toke Over the Line,Brewer & Shipley,0,Brewer & Shipley
0,She's Not Just Another Woman,8th Day,0,8th Day
0,Bring the Boys Home,Freda Payne,0,Freda Payne
0,I Just Want to Celebrate,Rare Earth,0,Rare Earth
0,Never Ending Song of Love,Delaney & Bonnie & Friends,0,Delaney & Bonnie & Friends
0,Easy Loving,Freddie Hart,0,Freddie Hart
0,Liar,Three Dog Night,0,Three Dog Night
0,Stick-Up,Honey Cone,0,Honey Cone
0,Chirpy Chirpy Cheep Cheep,Mac and Katie Kissoon,0,Mac and Katie Kissoon
0,(Where Do I Begin?) Love Story,Andy Williams,0,Andy Williams
0,Wild World,Cat Stevens,0,Cat Stevens
0,"When You're Hot, You're Hot",Jerry Reed,0,Jerry Reed
0,Funky Nassau,The Beginning of the End,0,The Beginning of the End
0,If Not for You,Olivia Newton-John,0,Olivia Newton-John
0,Groove Me,King Floyd,0,King Floyd
0,Watching Scotty Grow,Bobby Goldsboro,0,Bobby Goldsboro
0,Woodstock,Matthews Southern Comfort,0,Matthews Southern Comfort
0,Amazing Grace,Judy Collins,0,Judy Collins
0,I Hear You Knocking,Dave Edmunds,0,Dave Edmunds
0,Lonely Days,Bee Gees,0,Bee Gees
0,Here Comes That Rainy Day Feeling Again,The Fortunes,0,The Fortunes
0,Won't Get Fooled Again,The Who,0,The Who
0,Trapped By a Thing Called Love,Denise LaSalle,0,Denise LaSalle
0,Mama's Pearl,The Jackson 5,0,The Jackson 5
0,Timothy,The Buoys,0,The Buoys
0,I Woke Up In Love This Morning,The Partridge Family,0,The Partridge Family
0,Theme from Shaft,Isaac Hayes,0,Isaac Hayes
0,If I Were Your Woman,Gladys Knight & the Pips,0,Gladys Knight & the Pips
0,I Am...I Said,Neil Diamond,0,Neil Diamond
0,The Wedding Song (There Is Love),Paul Stookey,0,Paul Stookey
0,Don't Knock My Love,Wilson Pickett,0,Wilson Pickett
0,Love Her Madly,The Doors,0,The Doors
0,Here Comes the Sun,Richie Havens,0,Richie Havens
0,Sweet Mary,Wadsworth Mansion,0,Wadsworth Mansion
0,Right on the Tip of My Tongue,Brenda & the Tabulations,0,Brenda & the Tabulations
0,One Less Bell to Answer,The 5th Dimension,0,The 5th Dimension
0,Riders on the Storm,The Doors,0,The Doors
0,It's Impossible,Perry Como,0,Perry Como
1,The First Time Ever I Saw Your Face,Roberta Flack,0,Roberta Flack
1,Alone Again (Naturally),Gilbert O'Sullivan,0,Gilbert O'Sullivan
1,American Pie,Don McLean,0,Don McLean
1,Without You,Harry Nilsson,0,Harry Nilsson
1,The Candy Man,Sammy Davis Jr.,0,Sammy Davis Jr.
1,I Gotcha,Joe Tex,0,Joe Tex
1,Lean on Me,Bill Withers,0,Bill Withers
1,"Baby, Don't Get Hooked on Me",Mac Davis,0,Mac Davis
1,Brand New Key,Melanie,0,Melanie
1,Daddy Don't You Walk So Fast,Wayne Newton,0,Wayne Newton
0,Let's Stay Together,Al Green,0,Al Green
0,Brandy (You're a Fine Girl),Looking Glass,0,Looking Glass
0,Oh Girl,The Chi-Lites,0,The Chi-Lites
0,Nice to Be with You,Gallery,0,Gallery
0,My Ding-a-Ling,Chuck Berry,0,Chuck Berry
0,(If Loving You Is Wrong) I Don't Want to Be Right,Luther Ingram,0,Luther Ingram
0,Heart of Gold,Neil Young,0,Neil Young
0,"Betcha by Golly, Wow",The Stylistics,0,The Stylistics
0,I'll Take You There,The Staple Singers,0,The Staple Singers
0,Ben,Michael Jackson,0,Michael Jackson
0,The Lion Sleeps Tonight,Robert John,0,Robert John
0,Outa-Space,Billy Preston,0,Billy Preston
0,Slippin' into Darkness,War,0,War
0,Long Cool Woman in a Black Dress,The Hollies,0,The Hollies
0,How Do You Do,Mouth & MacNeal,0,Mouth & MacNeal
0,Song Sung Blue,Neil Diamond,0,Neil Diamond
0,A Horse with No Name,America,0,America
0,Popcorn,Hot Butter,0,Hot Butter
0,Everybody Plays the Fool,The Main Ingredient,0,The Main Ingredient
0,Precious and Few,Climax,0,Climax
0,(Last Night) I Didn't Get to Sleep at All,The 5th Dimension,0,The 5th Dimension
0,Nights in White Satin,The Moody Blues,0,The Moody Blues
0,Go All the Way,Raspberries,0,Raspberries
0,Too Late to Turn Back Now,Cornelius Brothers & Sister Rose,0,Cornelius Brothers & Sister Rose
0,Back Stabbers,The O'Jays,0,The O'Jays
0,Down by the Lazy River,The Osmonds,0,The Osmonds
0,Sunshine,Jonathan Edwards,0,Jonathan Edwards
0,Starting All Over Again,Mel and Tim,0,Mel and Tim
0,Day After Day,Badfinger,0,Badfinger
0,Rocket Man,Elton John,0,Elton John
0,Rockin' Robin,Michael Jackson,0,Michael Jackson
0,Beautiful Sunday,Daniel Boone,0,Daniel Boone
0,Scorpio,Dennis Coffey,0,Dennis Coffey
0,Morning Has Broken,Cat Stevens,0,Cat Stevens
0,City of New Orleans,Arlo Guthrie,0,Arlo Guthrie
0,Garden Party,Ricky Nelson,0,Ricky Nelson
0,I Can See Clearly Now,Johnny Nash,0,Johnny Nash
0,Burning Love,Elvis Presley,0,Elvis Presley
0,Clean Up Woman,Betty Wright,0,Betty Wright
0,Hold Your Head Up,Argent,0,Argent
0,Jungle Fever,The Chakachas,0,The Chakachas
0,Everything I Own,Bread,0,Bread
0,In the Rain,The Dramatics,0,The Dramatics
0,Look What You Done for Me,Al Green,0,Al Green
0,The Happiest Girl in the Whole U.S.A.,Donna Fargo,0,Donna Fargo
0,Bang a Gong (Get it On),T. Rex,0,T. Rex
0,Mother and Child Reunion,Paul Simon,0,Paul Simon
0,Where Is the Love,Roberta Flack & Donny Hathaway,0,Roberta Flack & Donny Hathaway
0,I'm Still in Love with You,Al Green,0,Al Green
0,Layla,Derek and the Dominos,0,Derek and the Dominos
0,Day Dreaming,Aretha Franklin,0,Aretha Franklin
0,The Way of Love,Cher,0,Cher
0,Black and White,Three Dog Night,0,Three Dog Night
0,Sylvia's Mother,Dr. Hook & the Medicine Show,0,Dr. Hook & the Medicine Show
0,Hurting Each Other,The Carpenters,0,The Carpenters
0,Coconut,Harry Nilsson,0,Harry Nilsson
0,Puppy Love,Donny Osmond,0,Donny Osmond
0,You Don't Mess Around with Jim,Jim Croce,0,Jim Croce
0,Hot Rod Lincoln,Commander Cody and His Lost Planet Airmen,0,Commander Cody and His Lost Planet Airmen
0,A Cowboy's Work Is Never Done,Sonny & Cher,0,Sonny & Cher
0,Joy,Apollo 100,0,Apollo 100
0,Anticipation,Carly Simon,0,Carly Simon
0,Never Been to Spain,Three Dog Night,0,Three Dog Night
0,Kiss an Angel Good Mornin',Charley Pride,0,Charley Pride
0,School's Out,Alice Cooper,0,Alice Cooper
0,Saturday in the Park,Chicago,0,Chicago
0,Drowning in the Sea of Love,Joe Simon,0,Joe Simon
0,Use Me,Bill Withers,0,Bill Withers
0,Family Affair,Sly & the Family Stone,0,Sly & the Family Stone
0,Troglodyte (Cave Man),The Jimmy Castor Bunch,0,The Jimmy Castor Bunch
0,The Witch Queen of New Orleans,Redbone,0,Redbone
0,Freddie's Dead,Curtis Mayfield,0,Curtis Mayfield
0,Power of Love,Joe Simon,0,Joe Simon
0,Ain't Understanding Mellow,Jerry Butler & Brenda Lee Eager,0,Jerry Butler & Brenda Lee Eager
0,Taxi,Harry Chapin,0,Harry Chapin
0,Don't Say You Don't Remember,Beverly Bremers,0,Beverly Bremers
0,Sealed with a Kiss,Bobby Vinton,0,Bobby Vinton
0,I Saw the Light,Todd Rundgren,0,Todd Rundgren
0,Motorcycle Mama,Sailcat,0,Sailcat
0,Day by Day,Original Cast of Godspell,0,Original Cast of Godspell
0,Roundabout,Yes,0,Yes
0,Doctor My Eyes,Jackson Browne,0,Jackson Browne
0,I'd Like to Teach the World to Sing (In Perfect Harmony),The New Seekers,0,The New Seekers
0,Vincent,Don McLean,0,Don McLean
0,Baby Let Me Take You (In My Arms),The Detroit Emeralds,0,The Detroit Emeralds
0,Speak to the Sky,Rick Springfield,0,Rick Springfield
0,I'd Like to Teach the World to Sing (In Perfect Harmony),The Hillside Singers,0,The Hillside Singers
0,Walkin' in the Rain with the One I Love,Love Unlimited,0,Love Unlimited
0,Get on the Good Foot,James Brown,0,James Brown
0,Pop That Thang,The Isley Brothers,0,The Isley Brothers
1,Tie a Yellow Ribbon Round the Ole Oak Tree,Tony Orlando and Dawn,0,Tony Orlando and Dawn
1,"Bad, Bad Leroy Brown",Jim Croce,0,Jim Croce
1,Killing Me Softly with His Song,Roberta Flack,0,Roberta Flack
1,Let's Get It On,Marvin Gaye,0,Marvin Gaye
1,My Love,Paul McCartney & Wings,0,Paul McCartney & Wings
1,Why Me,Kris Kristofferson,0,Kris Kristofferson
1,Crocodile Rock,Elton John,0,Elton John
1,Will It Go Round in Circles,Billy Preston,0,Billy Preston
1,You're So Vain,Carly Simon,0,Carly Simon
1,Touch Me in the Morning,Diana Ross,0,Diana Ross
0,The Night the Lights Went Out in Georgia,Vicki Lawrence,0,Vicki Lawrence
0,Playground in My Mind,Clint Holmes,0,Clint Holmes
0,Brother Louie,Stories,0,Stories
0,Delta Dawn,Helen Reddy,0,Helen Reddy
0,Me and Mrs. Jones,Billy Paul,0,Billy Paul
0,Frankenstein,The Edgar Winter Group,0,The Edgar Winter Group
0,Drift Away,Dobie Gray,0,Dobie Gray
0,Little Willy,Sweet,0,Sweet
0,You Are the Sunshine of My Life,Stevie Wonder,0,Stevie Wonder
0,Half-Breed,Cher,0,Cher
0,That Lady,The Isley Brothers,0,The Isley Brothers
0,Pillow Talk,Sylvia Robinson,0,Sylvia Robinson
0,We're an American Band,Grand Funk Railroad,0,Grand Funk Railroad
0,Right Place Wrong Time,Dr. John,0,Dr. John
0,Wildflower,Skylark,0,Skylark
0,Superstition,Stevie Wonder,0,Stevie Wonder
0,Loves Me Like a Rock,Paul Simon,0,Paul Simon
0,The Morning After,Maureen McGovern,0,Maureen McGovern
0,Rocky Mountain High,John Denver,0,John Denver
0,Stuck in the Middle with You,Stealers Wheel,0,Stealers Wheel
0,Shambala,Three Dog Night,0,Three Dog Night
0,Love Train,The O'Jays,0,The O'Jays
0,I'm Gonna Love You Just a Little More Baby,Barry White,0,Barry White
0,"Say, Has Anybody Seen My Sweet Gypsy Rose",Tony Orlando and Dawn,0,Tony Orlando and Dawn
0,Keep on Truckin',Eddie Kendricks,0,Eddie Kendricks
0,Danny's Song,Anne Murray,0,Anne Murray
0,Dancing in the Moonlight,King Harvest,0,King Harvest
0,Monster Mash,Bobby 'Boris' Pickett,0,Bobby 'Boris' Pickett
0,Natural High,Bloodstone,0,Bloodstone
0,Diamond Girl,Seals and Crofts,0,Seals and Crofts
0,Long Train Runnin',The Doobie Brothers,0,The Doobie Brothers
0,Give Me Love (Give Me Peace on Earth),George Harrison,0,George Harrison
0,If You Want Me to Stay,Sly & the Family Stone,0,Sly & the Family Stone
0,Daddy's Home,Jermaine Jackson,0,Jermaine Jackson
0,Neither One of Us (Wants to Be the First to Say Goodbye),Gladys Knight & the Pips,0,Gladys Knight & the Pips
0,I'm Doin' Fine Now,New York City,0,New York City
0,Could It Be I'm Falling in Love,The Spinners,0,The Spinners
0,Daniel,Elton John,0,Elton John
0,Midnight Train to Georgia,Gladys Knight & the Pips,0,Gladys Knight & the Pips
0,Smoke on the Water,Deep Purple,0,Deep Purple
0,The Cover of the Rolling Stone,Dr. Hook & The Medicine Show,0,Dr. Hook & The Medicine Show
0,Behind Closed Doors,Charlie Rich,0,Charlie Rich
0,Your Mama Don't Dance,Loggins and Messina,0,Loggins and Messina
0,Feelin' Stronger Every Day,Chicago,0,Chicago
0,The Cisco Kid,War,0,War
0,Live and Let Die,Paul McCartney & Wings,0,Paul McCartney & Wings
0,"Oh Babe, What Would You Say?",Hurricane Smith,0,Hurricane Smith
0,I Believe in You (You Believe in Me),Johnnie Taylor,0,Johnnie Taylor
0,Sing,The Carpenters,0,The Carpenters
0,Ain't No Woman (Like the One I've Got),The Four Tops,0,The Four Tops
0,Dueling Banjos,Eric Weissberg & Steve Mandell,0,Eric Weissberg & Steve Mandell
0,Higher Ground,Stevie Wonder,0,Stevie Wonder
0,Here I Am (Come and Take Me),Al Green,0,Al Green
0,My Maria,B.W. Stevenson,0,B.W. Stevenson
0,Superfly,Curtis Mayfield,0,Curtis Mayfield
0,Last Song,Edward Bear,0,Edward Bear
0,Get Down,Gilbert O'Sullivan,0,Gilbert O'Sullivan
0,Reelin' in the Years,Steely Dan,0,Steely Dan
0,Hocus Pocus,Focus,0,Focus
0,Yesterday Once More,The Carpenters,0,The Carpenters
0,Boogie Woogie Bugle Boy,Bette Midler,0,Bette Midler
0,Clair,Gilbert O'Sullivan,0,Gilbert O'Sullivan
0,Do It Again,Steely Dan,0,Steely Dan
0,Kodachrome,Paul Simon,0,Paul Simon
0,Why Can't We Live Together,Timmy Thomas,0,Timmy Thomas
0,Do You Wanna Dance?,Bette Midler,0,Bette Midler
0,So Very Hard to Go,Tower of Power,0,Tower of Power
0,Rockin' Pneumonia and the Boogie Woogie Flu,Johnny Rivers,0,Johnny Rivers
0,Ramblin' Man,The Allman Brothers Band,0,The Allman Brothers Band
0,Masterpiece,The Temptations,0,The Temptations
0,Peaceful,Helen Reddy,0,Helen Reddy
0,One of a Kind (Love Affair),The Spinners,0,The Spinners
0,Funny Face,Donna Fargo,0,Donna Fargo
0,Funky Worm,Ohio Players,0,Ohio Players
0,Angie,The Rolling Stones,0,The Rolling Stones
0,Jambalaya (On the Bayou),Blue Ridge Rangers,0,Blue Ridge Rangers
0,Don't Expect Me to Be Your Friend,Lobo,0,Lobo
0,Break Up to Make Up,The Stylistics,0,The Stylistics
0,Daisy a Day,Jud Strunk,0,Jud Strunk
0,Also Sprach Zarathustra (2001),Deodato,0,Deodato
0,Stir It Up,Johnny Nash,0,Johnny Nash
0,Money,Pink Floyd,0,Pink Floyd
0,Gypsy Man,War,0,War
0,The World Is a Ghetto,War,0,War
0,Yes We Can Can,The Pointer Sisters,0,The Pointer Sisters
0,Free Ride,The Edgar Winter Group,0,The Edgar Winter Group
0,Space Oddity,David Bowie,0,David Bowie
0,It Never Rains in Southern California,Albert Hammond,0,Albert Hammond
0,The Twelfth of Never,Donny Osmond,0,Donny Osmond
0,Papa Was a Rollin' Stone,The Temptations,0,The Temptations
1,The Way We Were,Barbra Streisand,0,Barbra Streisand
1,Seasons in the Sun,Terry Jacks,0,Terry Jacks
1,Love's Theme,Love Unlimited Orchestra,0,Love Unlimited Orchestra
1,Come and Get Your Love,Redbone,0,Redbone
1,Dancing Machine,The Jackson 5,0,The Jackson 5
1,The Loco-Motion,Grand Funk Railroad,0,Grand Funk Railroad
1,TSOP (The Sound of Philadelphia),MFSB,0,MFSB
1,The Streak,Ray Stevens,0,Ray Stevens
1,Bennie and the Jets,Elton John,0,Elton John
1,One Hell of a Woman,Mac Davis,0,Mac Davis
0,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,0,Aretha Franklin
0,Jungle Boogie,Kool & the Gang,0,Kool & the Gang
0,Midnight at the Oasis,Maria Muldaur,0,Maria Muldaur
0,You Make Me Feel Brand New,The Stylistics,0,The Stylistics
0,Show and Tell,Al Wilson,0,Al Wilson
0,Spiders and Snakes,Jim Stafford,0,Jim Stafford
0,Rock On,David Essex,0,David Essex
0,Sunshine on My Shoulders,John Denver,0,John Denver
0,Sideshow,Blue Magic,0,Blue Magic
0,Hooked on a Feeling,Blue Swede,0,Blue Swede
0,Billy Don't Be a Hero,Bo Donaldson and The Heywoods,0,Bo Donaldson and The Heywoods
0,Band on the Run,Paul McCartney and Wings,0,Paul McCartney and Wings
0,The Most Beautiful Girl,Charlie Rich,0,Charlie Rich
0,Time in a Bottle,Jim Croce,0,Jim Croce
0,Annie's Song,John Denver,0,John Denver
0,Let Me Be There,Olivia Newton-John,0,Olivia Newton-John
0,Sundown,Gordon Lightfoot,0,Gordon Lightfoot
0,(You're) Having My Baby,Paul Anka,0,Paul Anka
0,Rock Me Gently,Andy Kim,0,Andy Kim
0,Boogie Down,Eddie Kendricks,0,Eddie Kendricks
0,You're Sixteen,Ringo Starr,0,Ringo Starr
0,If You Love Me (Let Me Know),Olivia Newton-John,0,Olivia Newton-John
0,Dark Lady,Cher,0,Cher
0,Best Thing That Ever Happened to Me,Gladys Knight & the Pips,0,Gladys Knight & the Pips
0,Feel Like Makin' Love,Roberta Flack,0,Roberta Flack
0,Just Don't Want to Be Lonely,The Main Ingredient,0,The Main Ingredient
0,Nothing from Nothing,Billy Preston,0,Billy Preston
0,Rock Your Baby,George McCrae,0,George McCrae
0,Top of the World,The Carpenters,0,The Carpenters
0,The Joker,Steve Miller Band,0,Steve Miller Band
0,I've Got to Use My Imagination,Gladys Knight & the Pips,0,Gladys Knight & the Pips
0,The Show Must Go On,Three Dog Night,0,Three Dog Night
0,Rock the Boat,The Hues Corporation,0,The Hues Corporation
0,Smokin' in the Boys Room,Brownsville Station,0,Brownsville Station
0,Living for the City,Stevie Wonder,0,Stevie Wonder
0,Then Came You,Dionne Warwick & The Spinners,0,Dionne Warwick & The Spinners
0,The Night Chicago Died,Paper Lace,0,Paper Lace
0,The Entertainer,Marvin Hamlisch,0,Marvin Hamlisch
0,Waterloo,ABBA,0,ABBA
0,The Air That I Breathe,The Hollies,0,The Hollies
0,Rikki Don't Lose That Number,Steely Dan,0,Steely Dan
0,Mockingbird,Carly Simon & James Taylor,0,Carly Simon & James Taylor
0,Help Me,Joni Mitchell,0,Joni Mitchell
0,You Won't See Me,Anne Murray,0,Anne Murray
0,"Never, Never Gonna Give You Up",Barry White,0,Barry White
0,Tell Me Something Good,Rufus & Chaka Khan,0,Rufus & Chaka Khan
0,You and Me Against the World,Helen Reddy,0,Helen Reddy
0,Rock and Roll Heaven,The Righteous Brothers,0,The Righteous Brothers
0,Hollywood Swinging,Kool & the Gang,0,Kool & the Gang
0,Be Thankful for What You Got,William DeVaughn,0,William DeVaughn
0,Hang on in There Baby,Johnny Bristol,0,Johnny Bristol
0,Eres tú,Mocedades,0,Mocedades
0,Takin' Care of Business,Bachman-Turner Overdrive,0,Bachman-Turner Overdrive
0,Radar Love,Golden Earring,0,Golden Earring
0,Please Come to Boston,Dave Loggins,0,Dave Loggins
0,Keep on Smilin',Wet Willie,0,Wet Willie
0,Lookin' for a Love,Bobby Womack,0,Bobby Womack
0,Put Your Hands Together,The O'Jays,0,The O'Jays
0,On and On,Gladys Knight & the Pips,0,Gladys Knight & the Pips
0,Oh Very Young,Cat Stevens,0,Cat Stevens
0,Leave Me Alone (Ruby Red Dress),Helen Reddy,0,Helen Reddy
0,Goodbye Yellow Brick Road,Elton John,0,Elton John
0,(I've Been) Searchin' So Long,Chicago,0,Chicago
0,Oh My My,Ringo Starr,0,Ringo Starr
0,For the Love of Money,The O'Jays,0,The O'Jays
0,I Shot the Sheriff,Eric Clapton,0,Eric Clapton
0,Jet,Paul McCartney and Wings,0,Paul McCartney and Wings
