Hit,Title,Artist,Featuring,Artist_Feat,lookup,available_markets,release_date,total_followers,genres,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence
0,I'm Gonna Make You Mine,Lou Christie,0,Lou Christie,I'm Gonna Make You Mine Lou Christie,184.0,1969-01-01,34755.0,"['bubblegum pop', 'merseybeat', 'rock-and-roll']",33.0,0.565,0.703,162320.0,0.722,1.94e-05,4.0,0.28,-6.475,0.035,125.396,4.0,0.973
0,Gitarzan,Ray Stevens,0,Ray Stevens,Gitarzan Ray Stevens,139.0,2014-04-22,74376.0,"['bubblegum pop', 'comic', 'novelty']",43.0,0.466,0.435,187040.0,0.804,0.0,0.0,0.942,-8.48,0.169,93.83,3.0,0.727
0,Can I Change My Mind,Tyrone Davis,0,Tyrone Davis,Can I Change My Mind Tyrone Davis,183.0,1969,158094.0,"['chicago soul', 'classic soul', 'funk', 'quiet storm', 'soul', 'southern soul']",44.0,0.314,0.545,177733.0,0.669,0.0,1.0,0.0553,-6.239,0.0456,102.041,4.0,0.886
0,Time Is Tight,Booker T. & the M.G.'s,0,Booker T. & the M.G.'s,Time Is Tight Booker T. & the M.G.'s,184.0,1993-09-30,1755040.0,[],0.0,0.067,0.772,195227.0,0.43,0.889,9.0,0.104,-14.602,0.0464,134.561,4.0,0.959
0,This Girl's in Love With You,Dionne Warwick,0,Dionne Warwick,This Girl's in Love With You Dionne Warwick,184.0,1968,778526.0,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'quiet storm', 'soft rock']",62.0,0.831,0.575,323227.0,0.196,0.000209,9.0,0.0558,-14.468,0.0393,83.495,4.0,0.248
0,Color Him Father,The Winstons,0,The Winstons,Color Him Father The Winstons,184.0,1969-12-15,6585.0,[],26.0,0.53,0.531,190080.0,0.674,9.46e-05,5.0,0.0368,-7.312,0.0383,115.087,4.0,0.869
0,Black Pearl,"Checkmates, Ltd.",0,"Checkmates, Ltd.","Black Pearl Checkmates, Ltd.",105.0,1969-01-01,387.0,[],8.0,0.813,0.378,207227.0,0.759,0.532,2.0,0.584,-6.016,0.0319,95.121,4.0,0.804
0,Indian Giver,1910 Fruitgum Company,0,1910 Fruitgum Company,Indian Giver 1910 Fruitgum Company,171.0,2011-05-17,1755040.0,[],0.0,0.589,0.719,163360.0,0.742,2.16e-05,9.0,0.0909,-6.75,0.066,128.003,4.0,0.765
0,Mother Popcorn,James Brown,0,James Brown,Mother Popcorn James Brown,184.0,1969-01-01,1990367.0,"['funk', 'soul']",65.0,0.125,0.944,196307.0,0.748,0.258,7.0,0.0715,-3.995,0.0593,116.53,4.0,0.898
0,Twenty-Five Miles,Edwin Starr,0,Edwin Starr,Twenty-Five Miles Edwin Starr,184.0,1969-01-01,141957.0,"['classic soul', 'motown', 'northern soul', 'soul', 'southern soul']",49.0,0.0595,0.814,198213.0,0.836,1.49e-05,1.0,0.224,-7.376,0.0607,124.567,4.0,0.964
0,Things I'd Like to Say,New Colony Six,0,New Colony Six,Things I'd Like to Say New Colony Six,184.0,2012-11-05,623.0,[],26.0,0.399,0.312,140096.0,0.521,0.0,4.0,0.106,-11.837,0.0636,192.185,4.0,0.409
0,When I Die,Motherlode,0,Motherlode,When I Die Motherlode,183.0,1969-01-01,1757.0,[],25.0,0.0678,0.34,202360.0,0.561,0.00479,5.0,0.0946,-8.927,0.0294,175.748,4.0,0.653
0,That's the Way Love Is,Marvin Gaye,0,Marvin Gaye,That's the Way Love Is Marvin Gaye,184.0,1997-08-12,4831366.0,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",74.0,0.218,0.748,220027.0,0.466,8.1e-06,10.0,0.0589,-10.053,0.0341,110.55,4.0,0.88
0,Everybody's Talkin',Harry Nilsson,0,Harry Nilsson,Everybody's Talkin' Harry Nilsson,183.0,1985-01-01,1755040.0,[],0.0,0.46,0.496,152227.0,0.368,7.54e-05,4.0,0.311,-15.194,0.0338,128.331,4.0,0.628
0,Worst That Could Happen,The Brooklyn Bridge,0,The Brooklyn Bridge,Worst That Could Happen The Brooklyn Bridge,184.0,1968,2079.0,[],21.0,0.58,0.275,187067.0,0.333,0.0,0.0,0.111,-13.8,0.0291,78.766,4.0,0.293
0,The Chokin' Kind,Joe Simon,0,Joe Simon,The Chokin' Kind Joe Simon,184.0,1969,65493.0,"['classic soul', 'philly soul', 'soul', 'southern soul']",35.0,0.496,0.69,160280.0,0.506,0.00304,8.0,0.0883,-12.531,0.0556,98.781,4.0,0.848
0,Smile a Little Smile for Me,The Flying Machine,0,The Flying Machine,Smile a Little Smile for Me The Flying Machine,178.0,2022-05-06,1755040.0,[],0.0,0.099,0.684,190053.0,0.446,0.0,0.0,0.0811,-12.208,0.0371,91.817,4.0,0.48
0,Polk Salad Annie,Tony Joe White,0,Tony Joe White,Polk Salad Annie Tony Joe White,184.0,1969,110632.0,"['blues', 'blues rock', 'country rock', 'electric blues', 'louisiana blues', 'modern blues', 'roots rock', 'swamp blues', 'swamp pop', 'swamp rock']",50.0,0.303,0.783,223533.0,0.543,0.0159,9.0,0.0892,-11.565,0.0412,132.035,4.0,0.833
0,"Ruby, Don't Take Your Love to Town",Kenny Rogers and The First Edition,0,Kenny Rogers and The First Edition,"Ruby, Don't Take Your Love to Town Kenny Rogers and The First Edition",179.0,1996-01-01,12066.0,['psychedelic rock'],36.0,0.259,0.657,180800.0,0.492,0.0267,0.0,0.0976,-15.522,0.0361,109.695,4.0,0.963
0,Games People Play,Joe South,0,Joe South,Games People Play Joe South,184.0,1968-01-01,10410.0,"['bubblegum pop', 'merseybeat']",34.0,0.251,0.334,215160.0,0.714,4.26e-05,9.0,0.257,-8.379,0.155,172.288,4.0,0.595
0,You Showed Me,The Turtles,0,The Turtles,You Showed Me The Turtles,181.0,1968,525824.0,"['bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock']",60.0,0.762,0.315,196200.0,0.356,1.67e-06,0.0,0.0671,-11.131,0.0407,181.588,4.0,0.491
0,Tracy,The Cuff Links,0,The Cuff Links,Tracy The Cuff Links,184.0,1969-01-01,201.0,[],23.0,0.498,0.643,136920.0,0.457,0.0,11.0,0.283,-10.753,0.0394,130.335,4.0,0.588
0,"Oh, What a Night",The Dells,0,The Dells,"Oh, What a Night The Dells",184.0,1998-01-01,245052.0,"['chicago soul', 'classic soul', 'funk', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",41.0,0.103,0.5,247267.0,0.543,0.0,8.0,0.0748,-7.354,0.0341,106.291,3.0,0.597
0,Something,The Beatles,0,The Beatles,Something The Beatles,184.0,1969-09-26,24388984.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",84.0,0.198,0.396,182293.0,0.338,2.62e-06,0.0,0.138,-10.872,0.0304,133.522,4.0,0.377
0,This Girl Is a Woman Now,Gary Puckett & The Union Gap,0,Gary Puckett & The Union Gap,This Girl Is a Woman Now Gary Puckett & The Union Gap,184.0,1968,217830.0,"['adult standards', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",46.0,0.721,0.261,189160.0,0.486,0.000417,5.0,0.138,-10.136,0.0307,101.334,4.0,0.451
0,Come Together,The Beatles,0,The Beatles,Come Together The Beatles,184.0,1969-09-26,24388984.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",84.0,0.0302,0.533,259947.0,0.376,0.248,9.0,0.0926,-11.913,0.0393,165.007,4.0,0.187
0,Ramblin' Gamblin' Man,Bob Seger System,0,Bob Seger System,Ramblin' Gamblin' Man Bob Seger System,184.0,1969-04-01,1925703.0,"['album rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",68.0,0.0232,0.601,145311.0,0.84,0.0,9.0,0.0569,-3.828,0.0509,130.811,4.0,0.896
0,I'm Gonna Make You Love Me,The Supremes & The Temptations,0,The Supremes & The Temptations,I'm Gonna Make You Love Me The Supremes & The Temptations,180.0,1968-11-08,74693.0,"['classic girl group', 'motown', 'soul']",49.0,0.394,0.635,187333.0,0.393,0.0,10.0,0.255,-11.894,0.0428,98.332,4.0,0.427
0,I Heard It Through the Grapevine,Marvin Gaye,0,Marvin Gaye,I Heard It Through the Grapevine Marvin Gaye,184.0,1968-08-26,4831366.0,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",74.0,0.272,0.711,194293.0,0.362,0.0,3.0,0.127,-10.851,0.0381,117.287,4.0,0.616
0,Gimme Gimme Good Lovin',Crazy Elephant,0,Crazy Elephant,Gimme Gimme Good Lovin' Crazy Elephant,184.0,1969,1648.0,['bubblegum pop'],27.0,0.235,0.846,123867.0,0.346,0.00381,2.0,0.113,-13.791,0.0541,137.642,4.0,0.746
0,Hang 'Em High,Booker T. & the M.G.'s,0,Booker T. & the M.G.'s,Hang 'Em High Booker T. & the M.G.'s,96.0,1968,257329.0,"['classic soul', 'funk', 'instrumental funk', 'instrumental soul', 'memphis soul', 'soul', 'southern soul']",58.0,0.0251,0.44,236307.0,0.306,0.839,0.0,0.104,-15.417,0.0349,116.718,4.0,0.6
0,Your Good Thing (Is About to End),Lou Rawls,0,Lou Rawls,Your Good Thing (Is About to End) Lou Rawls,184.0,1992-01-01,171026.0,"['adult standards', 'classic soul', 'disco', 'funk', 'lounge', 'philly soul', 'quiet storm', 'soul', 'soul blues', 'vocal jazz']",54.0,0.792,0.535,173933.0,0.332,1.2e-05,3.0,0.0741,-11.823,0.0403,96.104,3.0,0.526
0,"Baby, I'm for Real",The Originals,0,The Originals,"Baby, I'm for Real The Originals",184.0,1969-01-01,94317.0,"['classic soul', 'motown', 'northern soul', 'souldies']",40.0,0.634,0.341,201867.0,0.263,0.0,5.0,0.121,-12.011,0.0288,150.17,3.0,0.377
0,Oh Happy Day,Edwin Hawkins Singers,0,Edwin Hawkins Singers,Oh Happy Day Edwin Hawkins Singers,184.0,2001-08-07,8201.0,[],37.0,0.0961,0.321,308600.0,0.462,0.0,8.0,0.102,-10.711,0.0346,116.782,4.0,0.457
0,Love Me Tonight,Tom Jones,0,Tom Jones,Love Me Tonight Tom Jones,60.0,2009-01-01,777371.0,"['adult standards', 'british invasion', 'mellow gold']",64.0,0.412,0.494,190750.0,0.856,0.0,7.0,0.219,-6.341,0.0513,105.45,4.0,0.763
0,"Mr. Sun, Mr. Moon",Paul Revere & the Raiders,0,Paul Revere & the Raiders,"Mr. Sun, Mr. Moon Paul Revere & the Raiders",184.0,2019-07-26,1755040.0,[],0.0,0.162,0.605,165267.0,0.742,0.0114,7.0,0.0845,-7.274,0.0297,136.415,4.0,0.796
0,Laughing,The Guess Who,0,The Guess Who,Laughing The Guess Who,181.0,2010-10-26,593519.0,"['album rock', 'art rock', 'blues rock', 'bubblegum pop', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock']",56.0,0.432,0.378,161093.0,0.505,0.000226,2.0,0.27,-10.863,0.042,95.254,4.0,0.415
0,My Whole World Ended (The Moment You Left Me),David Ruffin,0,David Ruffin,My Whole World Ended (The Moment You Left Me) David Ruffin,184.0,1969-01-01,203998.0,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",43.0,0.00632,0.567,212773.0,0.667,0.0,5.0,0.0306,-9.419,0.0411,110.152,4.0,0.849
0,Soul Deep,The Box Tops,0,The Box Tops,Soul Deep The Box Tops,184.0,1969,140736.0,"['bubblegum pop', 'folk rock', 'merseybeat']",53.0,0.195,0.749,147760.0,0.53,3.53e-05,9.0,0.0748,-12.94,0.0326,121.395,4.0,0.966
0,Hooked on a Feeling,B.J. Thomas,0,B.J. Thomas,Hooked on a Feeling B.J. Thomas,184.0,1968,202297.0,"['adult standards', 'bubblegum pop', 'classic country pop', 'folk rock', 'mellow gold', 'soft rock']",53.0,0.279,0.334,167413.0,0.542,1.11e-06,9.0,0.0839,-6.788,0.0307,130.159,4.0,0.464
0,Sweet Cream Ladies,The Box Tops,0,The Box Tops,Sweet Cream Ladies The Box Tops,184.0,1969,140736.0,"['bubblegum pop', 'folk rock', 'merseybeat']",53.0,0.38,0.703,134067.0,0.345,0.0,1.0,0.0539,-15.329,0.0405,96.579,4.0,0.718
1,Bridge Over Troubled Water,Simon & Garfunkel,0,Simon & Garfunkel,Bridge Over Troubled Water Simon & Garfunkel,184.0,1970-01-26,4427237.0,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']",72.0,0.822,0.149,293120.0,0.206,0.000649,3.0,0.115,-13.888,0.0323,79.764,4.0,0.264
1,(They Long to Be) Close to You,The Carpenters,0,The Carpenters,(They Long to Be) Close to You The Carpenters,177.0,1970-01-01,2662950.0,"['adult standards', 'mellow gold', 'soft rock']",72.0,0.726,0.528,273933.0,0.233,0.000108,8.0,0.122,-15.362,0.0346,89.044,4.0,0.208
1,American Woman,The Guess Who,0,The Guess Who,American Woman The Guess Who,184.0,1970-01-01,593519.0,"['album rock', 'art rock', 'blues rock', 'bubblegum pop', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock']",56.0,0.146,0.55,307493.0,0.726,0.00608,2.0,0.428,-8.51,0.0516,92.697,4.0,0.37
1,Raindrops Keep Fallin' on My Head,B.J. Thomas,0,B.J. Thomas,Raindrops Keep Fallin' on My Head B.J. Thomas,184.0,2005,202297.0,"['adult standards', 'bubblegum pop', 'classic country pop', 'folk rock', 'mellow gold', 'soft rock']",53.0,0.811,0.519,184493.0,0.446,0.000123,5.0,0.11,-9.287,0.0388,104.962,4.0,0.654
1,War,Edwin Starr,0,Edwin Starr,War Edwin Starr,184.0,1970-01-01,141957.0,"['classic soul', 'motown', 'northern soul', 'soul', 'southern soul']",49.0,0.0939,0.59,200267.0,0.671,0.0,1.0,0.248,-12.484,0.154,109.333,4.0,0.736
1,Ain't No Mountain High Enough,Diana Ross,0,Diana Ross,Ain't No Mountain High Enough Diana Ross,184.0,2017-11-17,1540487.0,"['adult standards', 'dance pop', 'disco', 'motown', 'quiet storm', 'soul']",67.0,0.191,0.393,215200.0,0.792,0.00364,8.0,0.376,-5.076,0.0448,98.757,4.0,0.379
1,I'll Be There,The Jackson 5,0,The Jackson 5,I'll Be There The Jackson 5,184.0,1970-09-08,1328499.0,"['adult standards', 'motown']",74.0,0.593,0.51,237760.0,0.515,1.24e-06,5.0,0.654,-7.247,0.0253,93.212,4.0,0.331
1,Get Ready,Rare Earth,0,Rare Earth,Get Ready Rare Earth,127.0,1969-09-30,149007.0,"['blues rock', 'classic rock', 'country rock', 'psychedelic rock', 'psychedelic soul']",45.0,0.00283,0.413,1292293.0,0.869,0.529,0.0,0.827,-5.843,0.0441,127.355,4.0,0.65
1,Let It Be,The Beatles,0,The Beatles,Let It Be The Beatles,184.0,1970-05-08,24388984.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",84.0,0.631,0.443,243027.0,0.403,0.0,0.0,0.111,-8.339,0.0322,143.462,4.0,0.41
1,Band of Gold,Freda Payne,0,Freda Payne,Band of Gold Freda Payne,179.0,1972,1755040.0,[],0.0,0.087,0.747,174227.0,0.551,0.0,11.0,0.293,-11.063,0.037,106.783,4.0,0.966
0,Mama Told Me (Not to Come),Three Dog Night,0,Three Dog Night,Mama Told Me (Not to Come) Three Dog Night,184.0,1982-01-01,833513.0,"['album rock', 'art rock', 'blues rock', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",59.0,0.135,0.678,196933.0,0.621,0.000468,1.0,0.207,-13.454,0.0537,120.7,4.0,0.804
0,Everything Is Beautiful,Ray Stevens,0,Ray Stevens,Everything Is Beautiful Ray Stevens,139.0,2014-04-22,74376.0,"['bubblegum pop', 'comic', 'novelty']",43.0,0.514,0.37,212773.0,0.378,0.0,5.0,0.222,-15.178,0.0369,112.159,4.0,0.722
0,Make It with You,Bread,0,Bread,Make It with You Bread,184.0,1970,1400529.0,"['adult standards', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",66.0,0.66,0.629,192200.0,0.356,0.000617,4.0,0.173,-11.135,0.0246,83.886,4.0,0.472
0,Hitchin' a Ride,Vanity Fare,0,Vanity Fare,Hitchin' a Ride Vanity Fare,184.0,2011-09-29,13644.0,"['bubblegum pop', 'classic uk pop', 'merseybeat']",30.0,0.0746,0.735,175096.0,0.727,5.8e-05,0.0,0.101,-7.527,0.0282,137.034,4.0,0.511
0,ABC,The Jackson 5,0,The Jackson 5,ABC The Jackson 5,184.0,1970-05-08,1328499.0,"['adult standards', 'motown']",74.0,0.519,0.572,174867.0,0.786,0.00093,8.0,0.11,-8.469,0.0642,188.115,4.0,0.952
0,The Love You Save,The Jackson 5,0,The Jackson 5,The Love You Save The Jackson 5,184.0,1970-05-08,1328499.0,"['adult standards', 'motown']",74.0,0.362,0.76,179307.0,0.745,0.0,0.0,0.156,-8.509,0.0434,113.729,4.0,0.921
0,Cracklin' Rosie,Neil Diamond,0,Neil Diamond,Cracklin' Rosie Neil Diamond,184.0,2014-07-08,2232771.0,"['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",68.0,0.257,0.6,178853.0,0.667,0.0,1.0,0.115,-8.138,0.0328,127.413,4.0,0.846
0,Candida,Dawn,0,Dawn,Candida Dawn,184.0,1970,129028.0,"['adult standards', 'bubblegum pop', 'classic uk pop', 'soft rock']",48.0,0.235,0.783,182370.0,0.596,0.0,7.0,0.0427,-10.056,0.0676,127.576,4.0,0.88
0,Thank You (Falettinme Be Mice Elf Agin),Sly & the Family Stone,0,Sly & the Family Stone,Thank You (Falettinme Be Mice Elf Agin) Sly & the Family Stone,171.0,2010-01-01,1755040.0,[],0.0,0.335,0.899,289440.0,0.846,0.000419,9.0,0.121,-7.897,0.0646,105.772,4.0,0.932
0,Spill the Wine,Eric Burdon & War,0,Eric Burdon & War,Spill the Wine Eric Burdon & War,184.0,1970,105668.0,"['blues rock', 'british blues', 'classic rock', 'psychedelic rock']",42.0,0.479,0.845,246200.0,0.446,0.0,2.0,0.0671,-11.963,0.0471,119.478,4.0,0.961
0,O-o-h Child,Five Stairsteps,0,Five Stairsteps,O-o-h Child Five Stairsteps,181.0,2001-11-06,72406.0,"['chicago soul', 'classic soul', 'motown', 'soul', 'souldies']",49.0,0.00154,0.488,197160.0,0.754,2.42e-05,5.0,0.678,-7.95,0.0381,88.368,4.0,0.664
0,Spirit in the Sky,Norman Greenbaum,0,Norman Greenbaum,Spirit in the Sky Norman Greenbaum,184.0,1969-01-01,59768.0,['classic rock'],57.0,0.0994,0.609,242893.0,0.617,0.00404,9.0,0.118,-7.091,0.0307,128.903,4.0,0.543
0,Lay Down (Candles in the Rain),Melanie,0,Melanie,Lay Down (Candles in the Rain) Melanie,184.0,2020-06-15,96789.0,"['folk', 'folk rock', 'persian pop', 'singer-songwriter']",46.0,0.168,0.265,469764.0,0.655,0.465,7.0,0.123,-12.34,0.055,87.122,4.0,0.677
0,Ball of Confusion (That's What the World Is Today),The Temptations,0,The Temptations,Ball of Confusion (That's What the World Is Today) The Temptations,184.0,2000-01-11,2592700.0,"['classic soul', 'funk', 'memphis soul', 'motown', 'soul']",68.0,0.238,0.529,246200.0,0.735,0.0,5.0,0.102,-8.153,0.0896,79.002,4.0,0.862
0,Love on a Two-Way Street,The Moments,0,The Moments,Love on a Two-Way Street The Moments,183.0,2014-06-30,144970.0,"['classic soul', 'disco', 'funk', 'quiet storm', 'soul', 'souldies']",36.0,0.613,0.477,216133.0,0.409,0.0,2.0,0.323,-8.081,0.0359,141.421,4.0,0.255
0,Which Way You Goin' Billy?,The Poppy Family,0,The Poppy Family,Which Way You Goin' Billy? The Poppy Family,184.0,1996-06-11,9350.0,"['bubblegum pop', 'canadian psychedelic', 'classic canadian rock', 'psychedelic folk']",36.0,0.416,0.508,203427.0,0.67,0.0575,1.0,0.0868,-10.834,0.0346,93.406,4.0,0.646
0,All Right Now,Free,0,Free,All Right Now Free,184.0,1970-06-26,452357.0,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'symphonic rock']",59.0,0.221,0.787,330643.0,0.472,0.000336,2.0,0.153,-12.824,0.0832,120.059,4.0,0.824
0,I Want You Back,The Jackson 5,0,The Jackson 5,I Want You Back The Jackson 5,184.0,1969-12-18,1328499.0,"['adult standards', 'motown']",74.0,0.305,0.469,176333.0,0.538,0.00012,8.0,0.37,-13.559,0.0571,196.605,4.0,0.886
0,"Julie, Do Ya Love Me",Bobby Sherman,0,Bobby Sherman,"Julie, Do Ya Love Me Bobby Sherman",184.0,1970,42141.0,['bubblegum pop'],28.0,0.507,0.425,172838.0,0.41,2.18e-06,9.0,0.3,-15.881,0.0341,82.177,4.0,0.664
0,Green-Eyed Lady,Sugarloaf,0,Sugarloaf,Green-Eyed Lady Sugarloaf,183.0,1970-01-01,48207.0,"['classic rock', 'country rock', 'soft rock']",40.0,0.178,0.564,219760.0,0.523,0.0303,7.0,0.0624,-12.908,0.122,149.304,4.0,0.89
0,"Signed, Sealed, Delivered I'm Yours",Stevie Wonder,0,Stevie Wonder,"Signed, Sealed, Delivered I'm Yours Stevie Wonder",184.0,1970-08-07,5939449.0,"['adult standards', 'motown', 'quiet storm', 'soul']",79.0,0.0534,0.675,161160.0,0.597,0.0,5.0,0.0986,-11.329,0.0337,108.875,4.0,0.828
0,Ride Captain Ride,Blues Image,0,Blues Image,Ride Captain Ride Blues Image,184.0,1970,17593.0,[],38.0,0.136,0.547,225560.0,0.655,0.00737,2.0,0.116,-11.707,0.0414,125.545,4.0,0.649
0,Venus,Shocking Blue,0,Shocking Blue,Venus Shocking Blue,184.0,1969,124277.0,"['classic rock', 'nederpop', 'psychedelic rock']",52.0,0.462,0.691,187533.0,0.762,0.0286,11.0,0.0804,-6.47,0.0367,128.111,4.0,0.957
0,Instant Karma!,John Lennon,0,John Lennon,Instant Karma! John Lennon,184.0,2020-10-09,5223544.0,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock']",76.0,0.00465,0.621,202200.0,0.948,0.000568,9.0,0.393,-6.416,0.102,119.86,4.0,0.495
0,Patches,Clarence Carter,0,Clarence Carter,Patches Clarence Carter,184.0,1970,165417.0,"['classic soul', 'funk', 'soul', 'southern soul']",53.0,0.617,0.639,193827.0,0.544,0.0,4.0,0.479,-12.843,0.141,80.844,4.0,0.793
0,Lookin' out My Back Door,Creedence Clearwater Revival,0,Creedence Clearwater Revival,Lookin' out My Back Door Creedence Clearwater Revival,184.0,1970-07-25,5505525.0,"['classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']",79.0,0.188,0.745,152453.0,0.656,0.00337,10.0,0.0941,-6.393,0.0405,105.318,4.0,0.858
0,Rainy Night in Georgia,Brook Benton,0,Brook Benton,Rainy Night in Georgia Brook Benton,184.0,1970,61130.0,"['rhythm and blues', 'soul', 'southern soul']",48.0,0.524,0.301,233573.0,0.309,0.0758,4.0,0.129,-19.155,0.042,75.165,4.0,0.384
0,Something's Burning,Kenny Rogers & The First Edition,0,Kenny Rogers & The First Edition,Something's Burning Kenny Rogers & The First Edition,178.0,1992-01-01,12066.0,['psychedelic rock'],36.0,0.352,0.425,242093.0,0.34,0.000824,9.0,0.0696,-14.913,0.0338,89.802,4.0,0.418
0,Give Me Just a Little More Time,Chairmen of the Board,0,Chairmen of the Board,Give Me Just a Little More Time Chairmen of the Board,179.0,1989-01-01,24030.0,['classic soul'],35.0,0.0635,0.583,160240.0,0.457,5.48e-06,9.0,0.0716,-11.166,0.0419,126.555,4.0,0.612
0,Love Grows (Where My Rosemary Goes),Edison Lighthouse,0,Edison Lighthouse,Love Grows (Where My Rosemary Goes) Edison Lighthouse,183.0,1970-01-01,37933.0,['bubblegum pop'],59.0,0.403,0.568,174760.0,0.824,0.0,9.0,0.0855,-4.613,0.0299,108.625,4.0,0.753
0,The Long and Winding Road,The Beatles,0,The Beatles,The Long and Winding Road The Beatles,184.0,1970-05-08,24388984.0,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",84.0,0.756,0.299,218187.0,0.329,0.0105,3.0,0.0559,-10.096,0.0279,132.282,4.0,0.392
0,Snowbird,Anne Murray,0,Anne Murray,Snowbird Anne Murray,184.0,1998-01-01,611506.0,"['adult standards', 'canadian country', 'canadian pop', 'mellow gold', 'soft rock']",60.0,0.256,0.531,134227.0,0.48,0.000136,9.0,0.0908,-10.633,0.0366,104.117,4.0,0.881
0,Reflections of My Life,Marmalade,0,Marmalade,Reflections of My Life Marmalade,184.0,1992,66664.0,"['bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']",46.0,0.283,0.393,256560.0,0.203,0.00212,7.0,0.109,-15.365,0.0266,93.798,4.0,0.415
0,Hey There Lonely Girl,Eddie Holman,0,Eddie Holman,Hey There Lonely Girl Eddie Holman,184.0,1969-01-01,26408.0,"['classic soul', 'northern soul', 'philly soul', 'souldies']",39.0,0.693,0.389,216760.0,0.322,2.08e-06,9.0,0.0814,-10.923,0.0282,94.007,3.0,0.343
0,The Rapper,The Jaggerz,0,The Jaggerz,The Rapper The Jaggerz,116.0,1970,1366.0,['bubblegum pop'],21.0,0.141,0.822,162693.0,0.7,0.00827,9.0,0.668,-6.383,0.0326,120.376,4.0,0.961
0,"He Ain't Heavy, He's My Brother",The Hollies,0,The Hollies,"He Ain't Heavy, He's My Brother The Hollies",184.0,1978-07-01,1037672.0,"['album rock', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']",63.0,0.444,0.319,258800.0,0.275,0.000365,7.0,0.183,-13.195,0.0303,75.754,4.0,0.253
0,"Tighter, Tighter",Alive N Kickin',0,Alive N Kickin',"Tighter, Tighter Alive N Kickin'",181.0,2009-01-30,1755040.0,[],0.0,0.0245,0.51,165373.0,0.83,7.49e-05,1.0,0.0409,-10.979,0.0614,81.063,4.0,0.847
0,Come and Get It,Badfinger,0,Badfinger,Come and Get It Badfinger,184.0,1970-01-09,349189.0,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'country rock', 'folk rock', 'jangle pop', 'mellow gold', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",58.0,0.0285,0.616,143213.0,0.629,1.32e-06,8.0,0.208,-6.9,0.0263,94.004,4.0,0.606
0,Cecilia,Simon & Garfunkel,0,Simon & Garfunkel,Cecilia Simon & Garfunkel,184.0,1970-01-26,4427237.0,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']",72.0,0.357,0.755,174827.0,0.876,5.17e-06,0.0,0.22,-8.867,0.0362,102.762,4.0,0.954
0,Love Land,Charles Wright & the Watts 103rd Street Rhythm Band,0,Charles Wright & the Watts 103rd Street Rhythm Band,Love Land Charles Wright & the Watts 103rd Street Rhythm Band,184.0,1970-01-01,29519.0,"['funk', 'modern funk', 'soul']",46.0,0.477,0.669,186973.0,0.514,0.0,0.0,0.307,-11.221,0.0303,96.356,4.0,0.866
